,v1_x,v1_y,v2_x,v2_y,v3_x,v3_y,s1,s2,s3,g_x,g_y,a1,a2,a3
0,-0.3253975562707751,0.3796266987094133,-0.2894224112806012,0.0789599129211939,0.0777610611759904,0.1842639882472531,0.0,0.0,0.0,0.0185988037158364,0.8328352583801506,0.0,0.0,0.0
1,-0.3572485849677207,0.3498191654820548,-0.2999031442966314,0.0076226006712867,0.0436485618711523,0.1951789001059801,2.7780159726221467,7.668911376405275,5.707964876780889,0.0185988037158364,0.8328352583801506,-0.8,-0.8,-0.8
2,-0.3815930046282892,0.3230894285159364,-0.2927776288214051,-0.0654313385291446,0.0038393765418983,0.1999631445736176,2.302152597773306,7.80760525085442,6.392154302998374,0.0185988037158364,0.8328352583801506,-0.8,-0.8,-0.8
3,-0.3979603471024969,0.3027004495108326,-0.2700172195428038,-0.1307314084310777,-0.0422231824704615,0.1954922066530175,1.6646799886175154,7.353702052437176,7.382068608649746,0.0185988037158364,0.8328352583801506,-0.8,-0.8,-0.8
4,-0.40723114605068,0.290108244774687,-0.2374850628562184,-0.1833053324924781,-0.0944486678808207,0.1762936446260568,0.9955138804005772,6.571524552437019,8.884588770801518,0.0185988037158364,0.8328352583801506,-0.8,-0.8,-0.8
5,-0.4099974717304157,0.2861853825314405,-0.2023691115215726,-0.2214649920460777,-0.1474361443553573,0.1351391258578589,0.305587987599364,5.509216824402403,10.728773060109646,0.0185988037158364,0.8328352583801506,-0.8,-0.8,-0.8
6,-0.4063638140534921,0.2913219020738037,-0.1711122430735768,-0.2464155033075824,-0.188188068771804,0.067714479780463,-0.4005538733636474,4.246643618366305,12.621262437065068,0.0185988037158364,0.8328352583801506,-0.8,-0.8,-0.8
7,-0.395840285492903,0.3054676224756021,-0.1482524504719146,-0.2608087631370397,-0.1991599783578252,-0.0183112812361834,-1.12247146191659,2.8672040657105304,13.912818374428344,0.0185988037158364,0.8328352583801506,-0.8,-0.8,-0.8
8,-0.3772807882768319,0.3281146244793309,-0.136164267930263,-0.2673187089206731,-0.1732966289601839,-0.0998412659727245,-1.8643144115949912,1.456889284375128,13.719084865343428,0.0185988037158364,0.8328352583801506,-0.8,-0.8,-0.8
9,-0.3488976485568503,0.3581486155655227,-0.1351747352050133,-0.2678204453775972,-0.1260157567849621,-0.1553062427654255,-2.6314939477696355,0.1177180505770262,11.66475533684972,0.0185988037158364,0.8328352583801506,-0.8,0.2,-0.8
10,-0.308398747457816,0.3935609388219951,-0.1340640668059706,-0.2683781399284305,-0.0805848303512955,-0.1830466746959717,-3.426522799749645,0.1318676459614883,8.4971256937734,0.0185988037158364,0.8328352583801506,1.0,0.0,-0.8
11,-0.2792787343347651,0.4147329123042584,-0.1350594787222034,-0.2678785866904756,-0.0486123536820636,-0.1940021625381788,-2.292527891761801,-0.1181706724136674,5.385438839617022,0.0185988037158364,0.8328352583801506,-0.8,-0.8,0.0
12,-0.23805492701356,0.4396929061567499,-0.1436388397825735,-0.2633778345000129,-0.0257038589031614,-0.1983414017231056,-3.0691436361324715,-1.028000027240533,3.712934869107853,0.0185988037158364,0.8328352583801506,-0.8,-0.8,1.0
13,-0.1820006563605371,0.4656992173971669,-0.1586232259412598,-0.2546343892564161,-0.0022431287212648,-0.1999874205382424,-3.936390240555135,-1.841017779931392,3.7452299275352607,0.0185988037158364,0.8328352583801506,0.2,-0.8,1.0
14,-0.1268828995842593,0.4836328460651641,-0.1786271782035067,-0.2410235075818387,0.0208783657577048,-0.1989072493482515,-3.692038577553436,-2.567900998113359,3.685972706729781,0.0185988037158364,0.8328352583801506,0.0,-0.8,1.0
15,-0.0675474350825166,0.4954163340199565,-0.2019613811790556,-0.2218368781610672,0.0427345430838177,-0.1953810605647777,-3.853533033184244,-3.206679605163661,3.525300960586061,0.0185988037158364,0.8328352583801506,0.2,-0.8,1.0
16,-0.0095186877456935,0.4999093863727705,-0.2266587465867564,-0.1965345073917569,0.0633952728061687,-0.1896866874238449,-3.707377021697319,-3.753747546057333,3.4124979490008345,0.0185988037158364,0.8328352583801506,0.0,-0.4,1.0
17,0.0523331520757072,0.4972536990247744,-0.2485986768314957,-0.1679246791797725,0.0830284936852574,-0.1819512825905802,-3.9437602371251703,-3.827742170837176,3.360067958262866,0.0185988037158364,0.8328352583801506,1.0,-0.4,1.0
18,0.1008512739058304,0.4897234122967485,-0.2669611015764349,-0.1368640575355574,0.1017377720605971,-0.1721900860565031,-3.126997675460415,-3.8307747839539545,3.36013670581627,0.0185988037158364,0.8328352583801506,1.0,-0.6,1.0
19,0.1357285690690372,0.4812252648588513,-0.2819414775526393,-0.1025134295369859,0.119552387720202,-0.1603347329507817,-2.2858091067788187,-3.9788131665038255,3.407356175004412,0.0185988037158364,0.8328352583801506,1.0,-0.4,1.0
20,0.1569634406454172,0.4747235809402694,-0.2923306140084248,-0.0674003865972394,0.1364251592490262,-0.1462469689391128,-1.413916269660719,-3.887680317996945,3.500115847280811,0.0185988037158364,0.8328352583801506,1.0,-0.6,1.0
21,0.1644435202200327,0.4721846340761669,-0.2984394230392292,-0.0305599537959722,0.1522244268054556,-0.1297217170860395,-0.5028858586943367,-3.964828213348859,3.640688015536071,0.0185988037158364,0.8328352583801506,1.0,-0.4,1.0
22,0.15772250581401,0.4744719287373591,-0.2999433146293656,0.0058316386332964,0.1667142363267418,-0.1104824122020843,0.4519758209936121,-3.8669410135142055,3.8356271262976978,0.0185988037158364,0.8328352583801506,1.0,-0.4,0.8
